Artskonto;Omkostningssted;PSP-element;Profitcenter;Ordre;Debet/kredit;Beløb;Næste agent;Tekst;Betalingsart;Påligningsår;Betalingsmodtagernr.;Betalingsmodtagernr.kode;Ydelsesmodtagernr.;Ydelsesmodtagernr.kode;Ydelsesperiode fra;Ydelsesperiode til;Oplysningspligtnr.;Oplysningspligtmodtagernr.kode;Oplysningspligtkode;Netværk;Operation;Mængde;Mængdeenhed;Referencenøgle
79000000;;;;;Kredit;120;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;120;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;125;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;125;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;171;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;171;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;166;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;166;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;36;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;36;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;120;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;120;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;660;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;660;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;700;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;700;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;2570;;Indtægter via betalingskort 4862899;;;;;;;;;;;;;;;;
90540000;;;;;Debet;2570;;Indtægter via betalingskort 4862899;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;522;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;522;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;2757;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;2757;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;124;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;124;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;221;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;221;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;84;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;84;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
95941300;;;;;Kredit;1686;;Indtægter via Dankort 2471043;;;;;;;;;;;;;;;;
90540000;;;;;Debet;1686;;Indtægter via Dankort 2471043;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;805;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;805;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;1034;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;1034;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;1034;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;1034;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;1034;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;1034;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;290;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;290;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;322;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;322;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;290;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;290;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;1034;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;1034;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;322;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;322;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;1034;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;1034;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;1034;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;1034;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;1034;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;1034;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;290;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;290;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;522;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;522;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;322;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;322;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;330;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;330;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;1034;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;1034;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;1034;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;1034;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;322;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;322;;Indtægter via Dankort;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;1392;;Indtægter via betalingskort - Kasernen;;;;;;;;;;;;;;;;
90540000;;;;;Debet;1392;;Indtægter via betalingskort - Kasernen;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;2600;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;2600;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;2600;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;2600;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;11000;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;11000;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;759;;Indtægter via betalingskort - Sundhedshuset;;;;;;;;;;;;;;;;
90540000;;;;;Debet;759;;Indtægter via betalingskort - Sundhedshuset;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;45;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;45;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;330;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;330;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;163;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;163;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;2734;;Indtægter via betalingskort - Laksetorvet;;;;;;;;;;;;;;;;
90540000;;;;;Debet;2734;;Indtægter via betalingskort - Laksetorvet;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;400;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;400;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;347;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;347;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;120;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;120;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;514;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;514;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;407;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;407;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;400;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;400;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;331;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;331;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;105;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;105;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;1576;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;1576;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;17;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;17;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;166;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;166;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;23;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;23;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;133;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;133;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;120;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;120;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;63;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;63;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;74;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;74;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;120;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;120;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;281;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;281;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;29;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;29;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;221;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;221;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;235;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;235;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;260;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;260;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;60;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;60;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;487;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;487;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;647;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;647;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;;;;Kredit;1540;;Indtægter via betalingskort 4862899;;;;;;;;;;;;;;;;
90540000;;;;;Debet;1540;;Indtægter via betalingskort 4862899;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;636,8;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;636,8;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
95931205;;;;;Kredit;1200;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;1200;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931205;;;;;Kredit;240;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;240;;Indtægter via Dankort;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;505;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;505;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;80;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;80;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;932,5;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;932,5;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;384;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;384;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;323;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;323;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;454;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;454;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;106;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;106;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;529;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;529;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;90;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;90;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
95941300;;;;;Kredit;572;;Indtægter via Dankort 2471043;;;;;;;;;;;;;;;;
90540000;;;;;Debet;572;;Indtægter via Dankort 2471043;;;;;;;;;;;;;;;;
95941202;;;;;Kredit;45;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;45;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
91407041;;;;;Kredit;22546,66;;Overførsel 4000000000010902259;;;;;;;;;;;;;;;;
90540000;;;;;Debet;22546,66;;Overførsel 4000000000010902259;;;;;;;;;;;;;;;;
72000000;;;;;Kredit;385;;Indtægter via MobilePay (OnlinePOS);;;;;;;;;;;;;;;;
90540000;;;;;Debet;385;;Indtægter via MobilePay (OnlinePOS);;;;;;;;;;;;;;;;
72000000;;;;;Kredit;130;;Indtægter via MobilePay (OnlinePOS);;;;;;;;;;;;;;;;
